ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _product_addons_exclude_global,Attribute 1 default,Attribute 2 default,Attribute 3 default,Attribute 4 default
587,variation,VT1W6D4MA61/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,908.00",,,,,,,id:260,,,,,,15,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
605,variation,VT1W6D4MA61/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,148.00",,,,,,,id:260,,,,,,33,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
623,variation,VT1W6D4MA61/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,628.00",,,,,,,id:260,,,,,,51,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
580,variation,VT2W5D2MA40/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,930.00",,,,,,,id:260,,,,,,8,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
598,variation,VT2W5D2MA40/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,330.00",,,,,,,id:260,,,,,,26,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
616,variation,VT2W5D2MA40/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,880.00",,,,,,,id:260,,,,,,44,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
582,variation,VT2W5D3MA41/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,680.00",,,,,,,id:260,,,,,,10,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
600,variation,VT2W5D3MA41/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,980.00",,,,,,,id:260,,,,,,28,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
618,variation,VT2W5D3MA41/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,780.00",,,,,,,id:260,,,,,,46,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
581,variation,VT2W5D4MA44/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,180.00",,,,,,,id:260,,,,,,9,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
599,variation,VT2W5D4MA44/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,580.00",,,,,,,id:260,,,,,,27,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
617,variation,VT2W5D4MA44/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,380.00",,,,,,,id:260,,,,,,45,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
589,variation,VT2W6D2MA42/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,516.00",,,,,,,id:260,,,,,,17,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
607,variation,VT2W6D2MA42/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,996.00",,,,,,,id:260,,,,,,35,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
625,variation,VT2W6D2MA42/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,656.00",,,,,,,id:260,,,,,,53,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
591,variation,VT2W6D3MA43/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,416.00",,,,,,,id:260,,,,,,19,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
609,variation,VT2W6D3MA43/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,776.00",,,,,,,id:260,,,,,,37,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
627,variation,VT2W6D3MA43/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,736.00",,,,,,,id:260,,,,,,1,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
590,variation,VT2W6D4MA45/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,816.00",,,,,,,id:260,,,,,,18,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
608,variation,VT2W6D4MA45/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,296.00",,,,,,,id:260,,,,,,36,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
626,variation,VT2W6D4MA45/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,256.00",,,,,,,id:260,,,,,,54,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
583,variation,VT3W5D2MA44/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,395.00",,,,,,,id:260,,,,,,11,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
601,variation,VT3W5D2MA44/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,995.00",,,,,,,id:260,,,,,,29,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
619,variation,VT3W5D2MA44/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,820.00",,,,,,,id:260,,,,,,47,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
585,variation,VT3W5D3MA45/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,520.00",,,,,,,id:260,,,,,,13,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
603,variation,VT3W5D3MA45/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,970.00",,,,,,,id:260,,,,,,31,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
621,variation,VT3W5D3MA45/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,170.00",,,,,,,id:260,,,,,,49,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
584,variation,VT3W5D4MA48/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,770.00",,,,,,,id:260,,,,,,12,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
602,variation,VT3W5D4MA48/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,520.00",,,,,,,id:260,,,,,,30,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
620,variation,VT3W5D4MA48/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,570.00",,,,,,,id:260,,,,,,48,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
592,variation,VT3W6D2MA46/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,274.00",,,,,,,id:260,,,,,,20,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
610,variation,VT3W6D2MA46/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,544.00",,,,,,,id:260,,,,,,38,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
628,variation,VT3W6D2MA46/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,894.00",,,,,,,id:260,,,,,,2,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
594,variation,VT3W6D3MA47/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,624.00",,,,,,,id:260,,,,,,22,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
612,variation,VT3W6D3MA47/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,164.00",,,,,,,id:260,,,,,,40,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
630,variation,VT3W6D3MA47/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"8,604.00",,,,,,,id:260,,,,,,4,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
593,variation,VT3W6D4MA49/12,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,724.00",,,,,,,id:260,,,,,,21,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
611,variation,VT3W6D4MA49/15,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,444.00",,,,,,,id:260,,,,,,39,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
629,variation,VT3W6D4MA49/18,Vegetarian,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,884.00",,,,,,,id:260,,,,,,3,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
631,variation,LD1W5D2MA48/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,465.00",,,,,,,id:254,,,,,,5,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
649,variation,LD1W5D2MA48/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,665.00",,,,,,,id:254,,,,,,23,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
667,variation,LD1W5D2MA48/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,940.00",,,,,,,id:254,,,,,,41,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
633,variation,LD1W5D3MA49/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,840.00",,,,,,,id:254,,,,,,7,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
651,variation,LD1W5D3MA49/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,040.00",,,,,,,id:254,,,,,,25,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
669,variation,LD1W5D3MA49/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,390.00",,,,,,,id:254,,,,,,43,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
632,variation,LD1W5D4MA52/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,590.00",,,,,,,id:254,,,,,,6,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
650,variation,LD1W5D4MA52/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,790.00",,,,,,,id:254,,,,,,24,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
668,variation,LD1W5D4MA52/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,190.00",,,,,,,id:254,,,,,,42,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
640,variation,LD1W6D2MA50/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,758.00",,,,,,,id:254,,,,,,14,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
658,variation,LD1W6D2MA50/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,998.00",,,,,,,id:254,,,,,,32,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
676,variation,LD1W6D2MA50/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,328.00",,,,,,,id:254,,,,,,50,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
642,variation,LD1W6D3MA51/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,208.00",,,,,,,id:254,,,,,,16,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
660,variation,LD1W6D3MA51/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,448.00",,,,,,,id:254,,,,,,34,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
678,variation,LD1W6D3MA51/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,868.00",,,,,,,id:254,,,,,,52,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
641,variation,LD1W6D4MA53/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,908.00",,,,,,,id:254,,,,,,15,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
659,variation,LD1W6D4MA53/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,148.00",,,,,,,id:254,,,,,,33,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
677,variation,LD1W6D4MA53/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,628.00",,,,,,,id:254,,,,,,51,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,1 week,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
634,variation,LD2W5D2MA9/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2,930.00",,,,,,,id:254,,,,,,8,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
652,variation,LD2W5D2MA9/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,080.00",,,,,,,id:254,,,,,,26,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
670,variation,LD2W5D2MA9/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,880.00",,,,,,,id:254,,,,,,44,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
636,variation,LD2W5D3MA10/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,680.00",,,,,,,id:254,,,,,,10,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
654,variation,LD2W5D3MA10/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,980.00",,,,,,,id:254,,,,,,28,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
672,variation,LD2W5D3MA10/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,780.00",,,,,,,id:254,,,,,,46,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
635,variation,LD2W5D4MA13/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,180.00",,,,,,,id:254,,,,,,9,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
653,variation,LD2W5D4MA13/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,580.00",,,,,,,id:254,,,,,,27,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
671,variation,LD2W5D4MA13/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,380.00",,,,,,,id:254,,,,,,45,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
643,variation,LD2W6D2MA11/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,516.00",,,,,,,id:254,,,,,,17,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
661,variation,LD2W6D2MA11/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,696.00",,,,,,,id:254,,,,,,35,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
679,variation,LD2W6D2MA11/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,656.00",,,,,,,id:254,,,,,,53,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
645,variation,LD2W6D3MA12/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,416.00",,,,,,,id:254,,,,,,19,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
663,variation,LD2W6D3MA12/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,776.00",,,,,,,id:254,,,,,,37,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
681,variation,LD2W6D3MA12/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,736.00",,,,,,,id:254,,,,,,1,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
644,variation,LD2W6D4MA14/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3,816.00",,,,,,,id:254,,,,,,18,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
662,variation,LD2W6D4MA14/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,296.00",,,,,,,id:254,,,,,,36,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
680,variation,LD2W6D4MA14/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,256.00",,,,,,,id:254,,,,,,54,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,2 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
637,variation,LD3W5D2MA13/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,395.00",,,,,,,id:254,,,,,,11,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
655,variation,LD3W5D2MA13/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,620.00",,,,,,,id:254,,,,,,29,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
673,variation,LD3W5D2MA13/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,820.00",,,,,,,id:254,,,,,,47,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
639,variation,LD3W5D3MA14/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,520.00",,,,,,,id:254,,,,,,13,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
657,variation,LD3W5D3MA14/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,970.00",,,,,,,id:254,,,,,,31,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
675,variation,LD3W5D3MA14/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"7,170.00",,,,,,,id:254,,,,,,49,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Full Day,,1,,,,,
638,variation,LD3W5D4MA17/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"4,770.00",,,,,,,id:254,,,,,,12,Number of Calories,1200,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
656,variation,LD3W5D4MA17/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,370.00",,,,,,,id:254,,,,,,30,Number of Calories,1500,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
674,variation,LD3W5D4MA17/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,570.00",,,,,,,id:254,,,,,,48,Number of Calories,1800,,1,Number of days a week,5 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Lunch &amp; Dinner,,1,,,,,
646,variation,LD3W6D2MA15/12,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,274.00",,,,,,,id:254,,,,,,20,Number of Calories,1200,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
664,variation,LD3W6D2MA15/15,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"5,544.00",,,,,,,id:254,,,,,,38,Number of Calories,1500,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
682,variation,LD3W6D2MA15/18,Lighter Delights,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"6,984.00",,,,,,,id:254,,,,,,2,Number of Calories,1800,,1,Number of days a week,6 days,,1,Duration,3 weeks,,1,Selected Meals (2 snacks included),Breakfast &amp; Lunch,,1,,,,,
